OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,ProviderType,Id,X,Y,UpdateDTS
1977,23C022,"CVS Pharmacy, Inc",CVS PHARMACY #6405,300 EAST GROVER STREET,Shelby,Cleveland,North Carolina,28150,Submitted (Ready for Internal Review),Other,,-81.5365443869219,35.3015097962547,202105041931
2023,"","Dialysis Clinic, Inc.",DCI Boiling Springs,108 Creekside Drive,Shelby,Cleveland,North Carolina,28152,New (Vaccine Coordinator In Progress),Other,,-81.6795110033616,35.250825898565,202105041931
2028,"",Carley Family Care,Carley Family Care,827 E King St,Kings Mountain,Cleveland,North Carolina,28086,New (Vaccine Coordinator In Progress),Medical practice : family medicine,,-81.3275470385111,35.2408953355115,202105041931
2049,"","Dialysis Clinic, Inc.",DCI South Shelby,1530 South Lafayette Street,Shelby,Cleveland,North Carolina,28152,New (Vaccine Coordinator In Progress),"",,-81.555959196293,35.2660976698157,202105041931
2050,"","Bio Medical Applications of North Carolina, INC . dba  BMA Kings Mountain",BMA Kings Mountain,604 Canterbury Road,Kings Mountain,Cleveland,North Carolina,28086,Deactivated,Other,,-81.3246560504725,35.2409048944496,202105041931
2138,23C013,Albemarle Corporation,Kings mt,348 Holiday Inn Drive,Kings Mt,Cleveland,North Carolina,28086,Approved,Health center : occupational,,-81.3541623443937,35.2171295894067,202105041931
2163,23C019,White Oak Manor Shelby,White Oak Manor Shelby,401 N Morgan Street,Shelby,Cleveland,North Carolina,28152,Approved,"Long-term care : nursing home, skilled nursing facility, federally certified",,-81.5427781227663,35.2965801217111,202105041931
2177,"","Dialysis Clinic, Inc.",DCI Kings Mountain,1010 Shelby Road,Kings Mountain,Cleveland,North Carolina,28086,New (Vaccine Coordinator In Progress),"",,-81.3649591275026,35.2396164161907,202105041931
2178,"","Dialysis Clinic, Inc.",DCI Shelby,1016 North Lafayette Street,Shelby,Cleveland,North Carolina,28150,New (Vaccine Coordinator In Progress),"",,-81.53868299979,35.3042263385454,202105041931
2190,23C020,"Ingles Markets, Inc",Ingles Pharmacy #147,2111 Shelby Rd,Kings Mountain,Cleveland,North Carolina,28086,Approved,Pharmacy : chain,,-81.4051471552535,35.2434164795716,202105041931
2550,,Walgreens,Walgreens,6802 W WILKINSON BLVD,BELMONT,Cleveland,North Carolina,28012,,Pharmacy : chain,a2At0000002WCZdEAO,-81.0287425957979,35.2508330567808,202105041931
2589,,Walgreens,Walgreens,900 SHELBY RD,KINGS MOUNTAIN,Cleveland,North Carolina,28086,,Pharmacy : chain,a2At0000002WP9hEAG,-81.361186390416,35.2397435324267,202105041931
2590,,WM1,WAL-MART NEIGHBORHOOD MARKET PHARMACY,1011 SHELBY ROAD,KINGS MOUNTAIN,Cleveland,North Carolina,28086,,Pharmacy : chain,a2At0000001e3EQEAY,-81.363462024831,35.2393663583095,202105041931
2625,,Walgreens,Walgreens,1170 E MARION ST,SHELBY,Cleveland,North Carolina,28150,,Pharmacy : chain,a2At0000002WO3qEAG,-81.5126725348912,35.2948701006531,202105041931
2628,,Walgreens,Walgreens,231 E DIXON BLVD,SHELBY,Cleveland,North Carolina,28152,,Pharmacy : chain,a2At0000002WNdtEAG,-81.5379436589295,35.2776052378098,202105041931
2634,,WM1,WAL-MART PHARMACY,705 EAST DIXON BLVD.,SHELBY,Cleveland,North Carolina,28150,,Pharmacy : chain,a2At0000001e2uIEAQ,-81.5296690094744,35.2767711206848,202105041931
2974,,WM1,WALMART DC,200 WALMART DR,SHELBY,Cleveland,North Carolina,28150,,Pharmacy : chain,a2At0000001e2uzEAA,-81.5753618240269,35.3060683787411,202105041931
2977,,CVS Health,3534,1404 NORTH LAFAYETTE STREET,SHELBY,Cleveland,North Carolina,28150,,Pharmacy : chain,a2At0000002VfBYEA0,-81.536498388746,35.3189182903042,202105041931
12,24C013,"StarMed Urgent + Family Care, P.A.",StarMed Healthcare - Whiteville,255 Rec Center Drive,Whiteville,Columbus,North Carolina,28472,Approved,Medical practice : family medicine,,-78.689358984387,34.3279348979539,202105041931
59,240017,"Goshen Medical Center, INC",Goshen Medical Center-Columbus Pediatrics,800 Jefferson Street,Whiteville,Columbus,North Carolina,28472,Approved,Public health provider : Federally Qualified Health Center,,-78.6866660687267,34.3381861532386,202105041931
119,24C005,"Goshen Medical Center, INC",Goshen Medical Center-Chadbourn,110 North Brown Street,Chadbourn,Columbus,North Carolina,28431,Approved,Public health provider : Federally Qualified Health Center,,-78.8263118045554,34.3230640718856,202105041931
124,24C001,"Goshen Medical Center, INC",Goshen Medical Center-Bolton,213 Ninth Steet,Bolton,Columbus,North Carolina,28423,Approved,Public health provider : Federally Qualified Health Center,,-78.4072907356784,34.3204623800689,202105041931
135,24C002,"Goshen Medical Center, INC",Goshen Medical Center-Vineland,630 South Madison Street,Whiteville,Columbus,North Carolina,28472,Approved,Public health provider : Federally Qualified Health Center,,-78.7029714878085,34.3226326196332,202105041931
321,24C003,"Goshen Medical Center, INC",Goshen Medical Center-Whiteville,5 Whiteville Town Center,Whiteville,Columbus,North Carolina,28472,Approved,Public health provider : Federally Qualified Health Center,,-78.7172930946021,34.306532260884,202105041931
331,24C004,"Goshen Medical Center, INC",Goshen Medical Center-Tabor City Medical,270 North US 701 Hwy Bypass,Tabor City,Columbus,North Carolina,28463,Approved,Public health provider : Federally Qualified Health Center,,-78.8706739602876,34.1388719940614,202105041931
390,240001,Columbus County Health Department,Columbus County Health Department,714 N. Thompson Street,Whiteville,Columbus,North Carolina,28472,Approved,Public health provider : public health clinic,,-78.6983242816466,34.3378701065038,202105041931
391,240002,Columbus Regional Healthcare System,Columbus Regional Healthcare System,500 Jefferson St.,Whiteville,Columbus,North Carolina,28472,Approved,Hospital,,-78.6942269586729,34.3377697436651,202105041931
915,24C010,DaVita,Chadbourn Dialysis,210 Strawberry Blvd,Chadbourn,Columbus,North Carolina,28431,Approved,Other,,-78.8241822921214,34.3294066549105,202105041931
972,78C013,Healthworks Group of North Carolina,Premise Health - Truist Whiteville Health Center,2586 James B. White Highway,Whiteville,Columbus,North Carolina,28472,Approved,Other,,-78.9983666306291,34.6492949873226,202105041931
1056,24C007,McNeill Enterprises,McNeill Enterprises DBA Baldwin Woods Pharmacy,607 Jefferson St,Whiteville,Columbus,North Carolina,28472,Approved,Pharmacy : independent,,-78.6907153263032,34.3393636132452,202105041931
1071,24C008,"BLSRPH, Inc  dba:  Village Prescription Center",Village Prescription Center,108 E. Old Highway 74/76,Lake Waccamaw,Columbus,North Carolina,28450,Approved,Pharmacy : independent,,-78.52144915919,34.3225504353319,202105041931
1095,24C009,"CRx, Inc.",Crossroads Pharmacy,20 Whiteville Towne Ctr,Whiteville,Columbus,North Carolina,28472,Approved,Pharmacy : independent,,-78.7188048194077,34.306878508262,202105041931
1169,24C014,MEDICINE MART LTC,Medicine Mart Tabor City,220  South Main Street,Tabor City,Columbus,North Carolina,28463,Approved,Pharmacy : independent,,-78.8769294069173,34.146838127247,202105041931
1171,24C015,MEDICINE MART LTC,Koonce Drug Company,112  East 7th avenue,Chadbourn,Columbus,North Carolina,28431,Approved,Pharmacy : independent,,-78.8252423317087,34.3294996109363,202105041931
1182,24C016,MEDICINE MART LTC,Medicine Mart Long Term Care,214 South Main Street,Tabor City,Columbus,North Carolina,28463,Approved,Pharmacy : independent,,-78.8769016371156,34.147102945515,202105041931
1345,24C006,McNeill's Long Term Care Pharmacy,McNeill's Long Term Care Pharmacy #1,712 Tram Road,Whiteville,Columbus,North Carolina,28472,Approved,Other,,-78.6910175156716,34.3373607990892,202105041931
1558,24C012,"Dameron Drug Store, LLC",Dameron Drug Store,100 S. Main St.,Tabor City,Columbus,North Carolina,28453,Approved,Pharmacy : independent,,-78.8769365781641,34.1485599984499,202105041931
1673,24C011,McNeill's Pharmacy,McNeill's Pharmacy,620 Jefferson Street,Whiteville,Columbus,North Carolina,28472,Approved,Pharmacy : independent,,-78.6897157424802,34.3387749085077,202105041931
2230,240013,"G&G Healthcare, P.C.","G&G Healthcare, P.C.",7490 Andrew Jackson Hwy SW,Cerro Gordo,Columbus,North Carolina,28430,New (Vaccine Coordinator In Progress),Medical practice : family medicine,,-78.9277784687157,34.3291326691255,202105041931
2775,,WM1,WAL-MART PHARMACY,200 COLUMBUS CORNERS DRIVE,WHITEVILLE,Columbus,North Carolina,28472,,Pharmacy : chain,a2At0000001e2lmEAA,-78.724421279443,34.3026919376073,202105041931
312,25C002,"Goshen Medical Center, INC",Goshen Medical Center-New Bern,4007 Dr ML King Jr Blvd,New Bern,Craven,North Carolina,28562,Approved,Public health provider : Federally Qualified Health Center,,-77.1174052476628,35.0944939629386,202105041931
370,25C001,CarolinaEast Medical Center,CarolinaEast Medical Center,2000 Neuse Blvd,New Bern,Craven,North Carolina,28560,Approved,Hospital,,-77.0663163158036,35.1137523433567,202105041931
537,25C004,"Bio-Medical Services of NC, Inc d/b/a FMC Dialysis Services of Kinston Dialysis",New Bern Dialysis,2113  A. Neuse Blvd,New Bern,Craven,North Carolina,28560,Approved,Other,,-77.0712242096605,35.1123409122285,202105041931
587,NS1533,Publix Super Market,Publix Pharmacy #1533,2004 South Glenburnie Rd,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : chain,,-77.099717483403,35.1001751552192,202105041931
600,250018,MERCI Clinic Inc,MERCI Clinic,1315 Tatum Drive,New Bern,Craven,North Carolina,28560,Approved,Health center : community (non-Federally Qualified Health Center/non-Rural Health Clinic),,-77.0689025269578,35.1112861380802,202105041931
623,25C003,"Bio-Medical Services of NC, Inc d/b/a FMC Dialysis Services of Kinston Dialysis",BMA of NC. INC d/b/a FMC Craven County,2113  B. Neuse Blvd,New Bern,Craven,North Carolina,28560,Approved,Other,,-77.0712242096605,35.1123409122285,202105041931
783,NS0139,The Kroger Co.,HARRIS TEETER PHARMACY 09700139,2032 Waterscape Way,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : chain,,-77.0113275953672,35.0335205421923,202105041931
1198,25C006,"Realo Discount Drug Stores of ENC, Inc",Realo Discount Drugs 137 Bridge Town Blvd,137 Bridge Town Blvd,New Bern,Craven,North Carolina,28560,Approved,Pharmacy : independent,,-77.0077512751721,35.1186373771233,202105041931
1200,25C007,"Realo Discount Drug Stores of ENC, Inc",Realo Discount Drugs- 502 West Thurman Rd New Bern,502 West Thurman Rd,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : independent,,-77.007714812428,35.0376705845963,202105041931
1202,25C008,"Realo Discount Drug Stores of ENC, Inc",Realo Discount Drug-1301 Commerce Dr. New Bern,1301 Commerce Dr.,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : independent,,-77.0967659643714,35.0937314469357,202105041931
1204,25C009,"Realo Discount Drug Stores of ENC, Inc",Realo Discount Drugs- 2602 MLK Blvd. New Bern,2602 Dr MLK,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : independent,,-77.082970930385,35.1050630679837,202105041931
1387,25C005,"Coastal Carolina Health Care, PA",CCHC Central Office,1020 Medical Park Avenue,New Bern,Craven,North Carolina,28562,Approved,Medical practice : other specialty,,-77.0922045043964,35.1054286210373,202105041931
1420,25C016,Med First Primary and Urgent Care,Med First New Bern,2002 S Glenburnie Rd,New Bern,Craven,North Carolina,28562,Approved,Medical practice : family medicine,,-77.101232807856,35.1010344531268,202105041931
1427,25C017,Med First Primary and Urgent Care,Med First James City,2020 Waterscape Way,New Bern,Craven,North Carolina,28562,Approved,Medical practice : family medicine,,-77.011414811225,35.0341605278953,202105041931
1462,250012,CarolinaEast Medical Center,CarolinaEast Internal Medicine- New Bern,2604 Dr. Martin Luther King Jr. Blvd.,New Bern,Craven,North Carolina,28562,Approved,Medical practice : internal medicine,,-77.0809338757302,35.1057455098222,202105041931
1463,25C010,CarolinaEast Medical Center,CarolinaEast Internal Medicine - Havelock,532 Webb Blvd,Havelock,Craven,North Carolina,28532,Approved,Medical practice : internal medicine,,-76.8958588245252,34.8611565597248,202105041931
1465,25C012,CarolinaEast Medical Center,CarolinaEast Internal Medicine - Vanceboro,629 Farmlife Avenue,Vanceboro,Craven,North Carolina,28586,Approved,Medical practice : internal medicine,,-77.1495896771836,35.3016699302583,202105041931
1486,25C013,Moen Incorporated,Moen New Bern,101 Industrial Dr,New Bern,Craven,North Carolina,28562,Approved,Health center : occupational,,-77.1637646782549,35.1401539653819,202105041931
1608,25C014,"PruittHealth, Inc.",PruittHealth - Trent,836 Hospital Drive,New Bern,Craven,North Carolina,28560,Approved,"Long-term care : nursing home, skilled nursing facility, federally certified",,-77.064542014432,35.1134333796647,202105041931
1609,25C015,"PruittHealth, Inc.",PruittHealth - Neuse,1303 Health Drive,New Bern,Craven,North Carolina,28560,Approved,"Long-term care : nursing home, skilled nursing facility, federally certified",,-77.0691141795225,35.1150148953146,202105041931
1718,25C018,The Kroger Co.,HARRIS TEETER PHARMACY 09700421,3565 Dr MLK Jr Blvd,New Bern,Craven,North Carolina,28562,Approved,Pharmacy : chain,,-77.1004904445348,35.0974362778455,202105041931
1795,25C019,"InHouse Physicians, S.C.",InHouse Physicians/Moen Incorporated Clinic,101 Industrial Drive,New Bern,Craven,North Carolina,28562,Approved,Commercial vaccination service provider,,-77.1637646782549,35.1401539653819,202105041931
2125,250016,Coastal Children's Clinic Inc,Coastal Children's Clinic Havelock,218 Stonebridge Square,Havelock,Craven,North Carolina,28532,Approved,Medical practice : pediatrics,,-76.927067796052,34.8974128789298,202105041931
2127,250002,Coastal Children's Clinic Inc,Coastal Children's Clinic New Bern,703 Newman Rd,New Bern,Craven,North Carolina,28562,Approved,Medical practice : pediatrics,,-77.0973742772993,35.1094404983225,202105041931
2197,25C011,Hygeia Inc dba Vanceboro Pharmacy,Vanceboro Pharmacy,421 Farm Life Ave,Vanceboro,Craven,North Carolina,28586,Approved,Pharmacy : independent,,-77.1523192560258,35.2992799994825,202105041931
2399,,CVS Health,7311,1123 KILDAIRE FARM RD,CARY,Craven,North Carolina,27511,,Pharmacy : chain,a2At0000002VfqfEAC,-78.7812498964643,35.7689179062094,202105041931
2776,,Walgreens,Walgreens,4003 W VERNON AVE,KINSTON,Craven,North Carolina,28504,,Pharmacy : chain,a2At0000002WC2uEAG,-77.6491954903943,35.2611434229895,202105041931
2792,,WM1,WAL-MART PHARMACY,300 HIGHWAY 24,MOREHEAD CITY,Craven,North Carolina,28557,,Pharmacy : chain,a2At0000001e3rDEAQ,-76.8117805358781,34.7352231058781,202105041931
2794,,Walgreens,Walgreens,2001 NEUSE BLVD,NEW BERN,Craven,North Carolina,28560,,Pharmacy : chain,a2At0000002WA93EAG,-77.0670429213243,35.1116570189466,202105041931
2795,,WM1,WAL-MART PHARMACY,566 US HWY 70 W,HAVELOCK,Craven,North Carolina,28532,,Pharmacy : chain,a2At0000001e3I7EAI,-76.900949842989,34.8696344739804,202105041931
2796,,CVS Health,16404,836 HOSPITAL DRIVE,New Bern,Craven,North Carolina,28560,,Pharmacy : chain,a2At0000002VgxcEAC,-77.064736297757,35.1135862700641,202105041931
2797,,WM1,WAL-MART NEIGHBORHOOD MARKET PHARMACY,2915 NEUSE BLVD,NEW BERN,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000001e346EAA,-77.0877434744927,35.1261641405109,202105041931
2799,,Walgreens,Walgreens,3500 M L KING JR BLVD,NEW BERN,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000002WA3YEAW,-77.0993934864463,35.0990390769748,202105041931
2803,,CVS Health,16404,3410 DR MARTIN LUTHER KING JR BLVD,NEW BERN,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000002VfAiEAK,-77.0962074061359,35.1020270445149,202105041931
2993,,CVS Health,16404,2701 Amhurst Boulevard,New Bern,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000002Vg5wEAC,-77.0943511404259,35.1121159090544,202105041931
2994,,CVS Health,16404,1336 South Glenburnie Road,New Bern,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000002Vg92EAC,-77.0914115886558,35.1197556874705,202105041931
2995,,CVS Health,16404,104 EFIRD BOULEVARD,NEW BERN,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000002VhjnEAC,-77.151252829816,35.0825060335772,202105041931
2996,,WM1,WAL-MART PHARMACY,3105 MLK JR BLVD,NEW BERN,Craven,North Carolina,28562,,Pharmacy : chain,a2At0000001e2iIEAQ,-77.0870172550126,35.101025541906,202105041931
103,26C002,"Goshen Medical Center, INC",Goshen Medical Center-Cape Fear,3613 Cape Fear Drive,Fayetteville,Cumberland,North Carolina,28304,Approved,Public health provider : Federally Qualified Health Center,,-78.9356937855016,35.0362256390173,202105041931
369,260060,CAPE FEAR VALLEY HEALTH,Cape Fear Valley Health System,1638 Owen Drive,Fayetteville,Cumberland,North Carolina,28304,Approved,Hospital,,-78.9331847244791,35.0323252232565,202105041931
376,260001,Cumberland County Department of Health,Cumberland County Department of Public Health,1235 Ramsey Street,Fayetteville,Cumberland,North Carolina,28301,Approved,Public health provider : public health clinic,,-78.8820502746487,35.0738482693633,202105041931
580,NS1575,Publix Super Market,Publix Pharmacy #1575,3114 Raeford Rd.,Fayetteville,Cumberland,North Carolina,28303,Approved,Pharmacy : chain,,-78.9316089252146,35.0447368788791,202105041931
